id,datetime,neighborhood,rent,br,ba,sqft,housingType,laundry,parking,cats,dogs,furnished,title,description,link
1136,2021-06-04 10:59:00,Hayes Valley,1795,0,1.0,,apartment,laundry in bldg,no parking,yes,no,no,Move in special - Occupy Early!Hayes Valley Remodeled Top Floor Studio,"610 Webster Street #15 – $1,795OPEN HOUSE:Please respond to this ad or email agent to schedule an appointment For video, copy & paste onto your browser: https://www.youtube.com/watch?v=BNmQPyt3cUs Studio in hot Hayes Valley with sweeping north views of the downtown skyline, City Hall, Bay Bridge, and East Bay Hills. Unit is in a Victorian building only two blocks from Alamo Square and two blocks from the heart of Hayes Valley, SF's trendiest neighborhood. The studio is on the top floor. The apartment is very sunny and bright. There are hardwood floors throughout the apartment. There is one large closet and one hall closet The building has an intercom entry system and a shared laundry room with coin operating machines. Security deposit is $2,692.50 (1.5 x RENT). Water and Garbage is included. PG&E is paid/set up by the tenant.Cats are welcome. NO DOGS.The building is 60 feet to the 21 Hayes bus line and one block to the cross-town 22 Fillmore line, a two-block walk to Alamo Square, a one-block walk to the Hayes Valley shopping/restaurant strip, and an easy walk to Upper Market/Castro. There are two Safeway nearby. When the location is what counts this is your answer. 610 Webster is just minutes from the fun of the Hayes Valley shops, galleries, and restaurants. In addition to Hayes Valley, the apartment is just blocks away from City Hall, and the cultural center of San Francisco with the world-renowned symphony and opera houses, the new Asian Art Museum, Herbst Theatre, Bill Graham Civic Auditorium, and the city's main library. There is also easy access to multiple transit lines including BART and MUNI, and all freeways. Move in Special:After you schedule a visit with our staff, apply and qualify with our office, we are happy to offer you keys to your new place 30 days before your lease starts. This should allow you to slowly move in, not have to double pay your old place and your new place and make the move a little smoother. Call our office or agent with questions: Please do not text. Texts will not be answered.  Office  show contact infoMike   show contact info Email: 415listingsgmail.comOPEN HOUSE :Please respond to this or email agent to schedule an appointmentAvailable Now ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-move-in-special-occupy/7331747277.html
1137,2021-06-04 10:59:00,SOMA / South Beach,5041,2,2.0,1046.0,apartment,w/d in unit,attached garage,yes,yes,no,"Your San Francisco oasis, modern, convenient & quiet - Azure!","Call Us Today  show contact infoYou have arrived! Come take visage of this awesome 2 bed/2 bath which offers great natural sunlight facing the courtyard with a Southern exposure. This brand new contemporary home is complete with washer/dryer, stainless steel appliances, quartz counters and a built-in island in the kitchen. Standard features include hardwood laminate flooring in the common areas with carpet in the bedroom. Make an appointment today!Experience the best of all worlds where you are surrounded on three sides by parks in a fresh, clean and peaceful area of SF called Mission Bay. With easy and convenient access to public transportation and within a 10 minute walk or car ride to eateries, cafes and entertainment; Azure is the perfect place to call home. Schedule an appointment today!Azure ApartmentsMore Photoshttp://www.equityapartments.com/san-francisco-bay/mission-bay/azure-apartments?ilsid=93Apartments at this community are subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-your-san-francisco-oasis/7331747134.html
1138,2021-06-04 10:59:00,Castro / Upper Market,2595,1,1.0,500.0,apartment,laundry in bldg,street parking,no,no,no,"Fantastic Apt with private W/D, Walk to Buena Vista Park","An excellent opportunity to live in the Buena Vista Heights and a stroll to the shops in the Castro and within footsteps of Buena Vista Park offering a 1BR, 1BA Apartment in an Italianate style Victorian residence with marble fireplace, newer carpets in the living area, hardwood floors in Kitchen and bedroom, and an entry porch that greets you. Rent includes water and garbage, street parking. A cool and airy sanctuary perfectly suited to a relaxed lifestyle. A must-see - arrange to take a closer look!Ray AmouzandehRAYREALTOR.COMCA BRE#01887651    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fantastic-apt-with/7331738862.html
1139,2021-06-04 10:59:00,Lower Pac Hts,2995,1,1.0,550.0,apartment,laundry on site,street parking,yes,yes,no,Private entrance - Can't beat the location,"Newly renovated one bedroom in the heart of Pacific Heights. This apartment home has its own private entrance on the side of the building.Beautiful Residential Pacific Heights NeighborhoodRent Controlled BuildingHardwood floors Upscale stainless kitchen w/ dishwasher, gas stove and microwaveRemodeled bathroom with high quality finishes and walk-in showerSpacious living room area with high ceilingsLaundry on-siteStreet parking not difficult with a residential permitCats and small to medium sized dogs allowed with pet rent and increased depositLease Terms:$2995/Month$1000/DepositLease Length: One Year    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-entrance-cant/7331747025.html
1142,2021-06-04 10:58:00,Lower Nob Hill,1795,0,1.0,429.0,apartment,laundry in bldg,street parking,no,no,no,Showing Saturday Nice Studio apt Nob Hill area 2nd flr  w/g inc,"1440 Sacramento St./Hyde S.F.,Ca.Showing 6/5...11:30am-12:00Nice studio,light and bright with hardwood floors.Separate kitchen,water and garbage included.Lobby and stairways remodeled.Overlooking huge common area backyard.Coin laundry,quiet building.13 unit apt. building.2 blocks from Trader Joe's,1/2 block to bus stop.No Smoking/Service Animals only/Email for showing times or call.Contact:Broker/OwnerMarvin A RemmichRAM Properties..Danville,Ca.show contact infoDRE#0053049111    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-showing-saturday-nice/7331746328.html
1143,2021-06-04 10:56:00,Lower Pac Hts,2875,2,1.0,,apartment,laundry in bldg,street parking,no,no,no,Great apartment! 1 block to trendy Fillmore St!  ~ J.Wavro,"San Francisco - Pacific Heights - Apartment for rentGreat apartment! 1 block to trendy Fillmore St!  Link to mobile layout:   http://www.jwavro.com/rental_details.php?id=33011929-0Summary:Rent: $2875Bed / Bath: 2 / 1Type: ApartmentTerm: 1 YearPlease contact:Joanne Fazzino   |    show contact info    |     www.jwavro.comDescription:	Great apartment 1 block to trendy Upper Fillmore St!  Available now. 99 Walkscore!	One of San Francisco's ""hot spots"" for an easy walk-outside-your- home-to-get-a-coffee-or glass of wine.  Too many restaurants, bars and coffee houses to mention them all! 	This apartment recently had wood floors installed throughout the whole apartment.	Spacious living room with a working fireplace. Kitchen has a refrigerator, disposal, dishwasher and stove with lots of cabinets. 	2 spacious bedrooms with generous closets and an additional closet in the hall.	Faces south with lots of light. 	Coin laundry in the building. 	Elevator building.	No pets, please. 	 This is a non-smoking unit. Details:Floors: WoodKitchen: StandardLaundry: In BuildingOutside area: Parking: StreetParking Fee: $0Pets:  No View: BackyardLocation:Pine Street & Steiner Street, San Francisco, California Meet the J.Wavro Team:http://www.jwavro.com/us.phpPlease contact:Joanne Fazzino   |    show contact info    |     www.jwavro.comPreview more properties at www.jwavro.comThis unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.Content and Images © 2003 - 2021 J.Wavro   |   BRE # 01810008   |   cl31159992012519-0  ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-apartment-block-to/7331745435.html
1144,2021-06-04 10:56:00,Lower Nob Hill,1895,1,1.0,,apartment,laundry in bldg,no parking,yes,yes,no,"OPEN SUN 12-12:30PM. H/W Flr,Sh Laundry,Great Location!(940 Post #8)","1st Floor 1BR/1BA* $1,895/month annual lease* Shared laundry* Elevator in building* Available: Now OPEN HOUSE: SUNDAY (6/6) 12-12:30PMONE PARTY ALLOWED TO VIEW AT A TIME. MASKS REQUIREDADDRESS: 940 Post #8 (masks required)Classic SF-style first floor 1BR/1BA in Lower Nob Hill. Floors are hardwood except in kitchen and bath. Kitchen includes gas stove and microwave. Bedroom is bright. It is separated from the living room with French doors. It has a standard closet. Bath has shower-over-tub.Building is on Post between Hyde and Larkin streets. Shopping and dining on Polk Street and in the neighborhood offers lots of possibilities. Walk Score is 99, Transit Score is 90. Bus lines 1, 2, 3, 19, 27, 47, 49 and shuttles on Van Ness Avenue are all within easy walking distance.Tenant pays a one-time broker's fee.Everest MwambaDRE# 01717299Kenney & Everest Real EstateDRE# 01984640show contact info cellshow contact info officeshow contact infoApply at KenneyandEverest . comLeasing and Real Estate: Our Family Business for Over 100 Years.This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-sun-pm-w-flrsh/7331734270.html
1145,2021-06-04 10:55:00,Ingleside / SFSU / CCSF,3150,1,1.0,1000.0,house,laundry in bldg,attached garage,no,no,no,Two BRs Upper Level near CCSF / Balboa Park,"Two Bedroom, One Bathroom, Living Room Upper Level with Indoor Garage Parking for Rent7x Lee Ave San Francisco, CA 94112Virtual Tour: https://streamable.com/wj3cb7If this advertisement is up then the apartment is still available for rent. If you are interested, please email or text me at  show contact info  with a brief introduction of yourself & roommate (if any), and your intended move-in date. We will get back to you as soon as we can.Rent: $3,150.00 per monthSecurity Deposit: $3,150.00Lease term: 1 Year leaseBedroom: 2Living Room: 1Bathroom: 1Utilities: all utilities will be split among the total amount of people in the houseParking: 1 parking spot inside the garage for $200 additional / free street parking Pets: No pet is allowedDescription:-Located in Ingleside, San Francisco-Quiet, nice, safe & convenient location; 83 walk score, 88 transit score, 75 bike score-An easy walk to nearby restaurants, cafes, grocery stores, and Whole Foods.-10mins walking distance to CCSF Ocean Campus or Balboa Park Bart Station-Balboa Park Bart Station providing direct service to downtown and the financial district Rental Features:-Heater throughout the unit-Refrigerator-Stove/Oven-Cable ready-Garage Parking -on-site laundry facilityRequirements:-Total gross income of 2.5 times monthly rent.-No eviction history.Application process:Completed applicationProvide the most 2 recent payroll stubs or bank statements to verify income.Provide a copy of ID or passport for all applicants.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-brs-upper-level-near/7327199471.html
1146,2021-06-04 10:55:00,Inner Sunset / UCSF,2100,1,1.0,,apartment,no laundry on site,carport,no,no,no,Cozy One Bedroom Apartment with Walking Distance to UCSF Parnassus,"If this advertisement is up then the apartment is still available for rent. If you are interested, please email or text me at  show contact info with a brief introduction of yourself & roommate (if any), and your intended move-in date. We will set up an in-person showing as soon as we can.Virtual Tour: https://streamable.com/bj4sz9Rent: $2,100 per monthSecurity Deposit: $2,100Lease term: 1 Year leaseBedrooms: 1Bathroom: 1Utilities: $75 for one person, $100 for two peopleParking: free street parking  or $150 additional for an assigned parking spacePets: No pet is allowedDescription:-Located in the heart of Inner Sunset 7th Ave & Kirkham St-Quiet, nice, safe & convenient location; 93 walk score, 69 transit score, and A crime grade-An easy walk to nearby top-rated restaurants, cafes, and grocery stores-5 mins walking distance to UCSF Parnassus Campus, 10 mins walking distance to Golden Gate Park-N-Judah Muni line is a block away providing direct service to Downtown and the Financial District Rental Features:-Heater throughout the unit-Refrigerator-Stove/Oven-Cable ready Requirements:-Total gross income of 2.5 times monthly rent.-No eviction history.Application process:-Completed application-Provide recent credit report-Provide the most 2 recent payroll stubs or bank statements to verify income.-Provide a copy of ID or passport for all applicants.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cozy-one-bedroom/7327210438.html
1147,2021-06-04 10:55:00,Noe Valley,4750,2,3.0,,apartment,w/d in unit,street parking,yes,yes,no,ATTENTION GARDEN LOVERS! 1 MONTH FREE! ~ J.Wavro,"San Francisco - Noe Valley - Apartment for rentATTENTION GARDEN LOVERS! 1 MONTH FREE! Link to mobile layout:   http://www.jwavro.com/rental_details.php?id=33013403-0Summary:Rent: $4750Bed / Bath: 2 / 3Type: ApartmentTerm: 1 YearPlease contact:Joanne Fazzino   |    show contact info    |     www.jwavro.comDescription:1 MONTH FREE!	Rarely available apartment with 2 bedrooms plus a bonus room with 3 designer bathrooms. This contemporary garden flat is adjacent to a tropical garden paradise just steps away from this unit. The property is in an extremely well-maintained building located on a quiet, tree-lined upper Noe Valley block. Features of this wonderful unit include:		garden unit in a very private setting away from the street in a quiet 3-unit building		hundreds of exotic plants creating a very lush setting in a tropical oasis		garden featured on the Noe Valley Garden Tour		hardwood floors throughout		high end Euro-style galley kitchen with granite countertops, ceiling and cabinet LED lighting, top of the line appliances and service counter with Bistro lighting		hall bath with Neo-angle shower (no tub) with pan to ceiling granite surround and Euro-style shower door and handle		Master bedroom suite with soaking tub, floor to ceiling Italian porcelain tiles and tub to ceiling granite surround, huge walk-in closet and secondary closet. Bedroom size 13'6"" x 11'		2nd bedroom is 10' x 9' with custom Elfa closet system which eliminates the need for a dresser helping maximize the space. This room will also work well as a home office or child's room being that it is smaller		3rd room can be used as a living room or a 2nd master bedroom suite adjacent to the garden and is as large a a studio apartment, 15' x 20'. Designer master bathroom with extra wide shower pan with onyx surround, dual shower heads, and custom brushed aluminum cabinetry. This room has its own dedicated heating system due to its size		16' x 13' living/dining area adjacent to the kitchen (can be used as a combo living room/dining if the other 3 rooms are used as bedrooms)		in-unit laundry with Bosch stack unit washer and dryer		forced air heating system with individual registers in each room		dedicated tankless hot water heater for endless hot water		direct garden access / terrific outdoor space		recessed LED lighting throughout the entire unit		private entrance		extra storage space within unit		flexible floorplan - 2 bedrooms with a kitchen/dining room and a separate living room; or the 16' x 13' room adjacent to the kitchen can be used as a combo dining/living room and the other 3 rooms can be used as bedrooms (including 2 master suites and a small room best used as an office or child's room)		only 4 blocks to 24th/Castro and walking distance to all conveniences and public transportation		$40 application fee per applicant		available now	SPECIAL NOTES:	Although it is a shared garden, it is rarely used by other residents in the building, and in many ways is an extension of the unit itself as it is on the same level. This unit also offers a very flexible floor plan, mainly due to the fact that the room adjacent to the garden can be used as a 2nd master bedroom suite or a living room/great room, giving you options due to its large size - 15' x 20'. The smallest bedroom can also be used as a home office or baby's room if needed. 	This is a true garden unit with many designer touches and is extremely quiet and private given it is set back from the street. 	Address - 443A Hoffman Avenue (between 24th and 25th Streets)	A floor plan is available upon request.	 	 This is a non-smoking unit. Service or support animals which are necessary due to disability will be allowed. Details:Floors: HardwoodKitchen: RemodeledLaundry: In UnitOutside area: GardenParking: StreetParking Fee: $0Pets:  Negotiable View: GardenLocation:Hoffman Street & 24th Street, San Francisco, CA Meet the J.Wavro Team:http://www.jwavro.com/us.phpPlease contact:Joanne Fazzino   |    show contact info    |     www.jwavro.comPreview more properties at www.jwavro.comThis unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.Content and Images © 2003 - 2021 J.Wavro   |   BRE # 01810008   |   cl31307392013993-0  ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-attention-garden-lovers/7331744697.html
1148,2021-06-04 10:53:00,Hayes Valley,3995,4,1.5,,apartment,w/d in unit,street parking,no,no,no,VICTORIAN 4BR FLAT IN HAYES VALLEY,"1880’S VICTORIAN 4BR FLAT IN HAYES VALLEYProperty Address759 Webster St. | San Francisco, CA 94117  Available: Now!Offered ByThe Housing Guild |  show contact infoDescription    Take a Virtual Tour!! https://youtu.be/XJov6YEkLi4Hayes Valley full floor flat in an 1880’s victorian 3 unit building.This apartment includes the entire floor and features a large kitchen.4 bedrooms and 1.5 bathrooms.HUGE living room with decorative fireplace.There is a separate laundry room with washer/dryer & storage.All rooms have high ceilings, fresh paint and wall to wall carpet.Tons of closet space.Double pane windows insure quiet inside.BBQ and bike storage patio at rear of unit.Off street parking available nearby.Close to major bus lines, easy walking access to shops and nightlife, transportation, Alamo Square, NOPA, The Haight, and the freeway.  Quick trip to Downtown and Soma.From Walk Score:Walk Score: 97 ""Walker’s Paradise; Daily errands do not require a car.""Transit Score: 78 ""Excellent Transit; Transit is convenient for most trips.Bike Score: 80 ""Very Bikeable: Biking is convenient for most trips.""This is a smoke free unit in a smoke free building.We rent in accordance with the Fair Housing Act and fair housing guidelines.Phone/Text Ryan on his cell any day 8AM til 7PM  show contact infoAmenitiesFull Floor FlatWasher/Dryer in UnitSmoke Free BuildingDetailsBeds/Baths: 4BD/1.5BARental TermsRent: $3,995.00     Available: Now!    Application Fee: $37.00    Security Deposit: $5,000.00  Pet PolicyCats not allowedDogs not allowedTake a Virtual Tour!https://youtu.be/XJov6YEkLi4",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-victorian-4br-flat-in/7328411949.html
1149,2021-06-04 10:51:00,Russian Hill,2600,1,1.0,768.0,apartment,no laundry on site,attached garage,no,no,no,Fantastic Location - Garage parking available!,"Clean modern apartment in a great neighborhood, very close to boutiques, shops, bars, and restaurants.  This is a bright & sunny unit located in a secure building with an intercom entry system.   Some of the amenities include:- electric range kitchen- dishwasher- garbage disposal- hardwood floors- walk-in closet- balcony deck- cable TV ready- water & garbage included in rent- garage parking available (extra cost)Must see to appreciate.  No pets, please.To set up an appointment for viewing, call David @ show contact info.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fantastic-location-garage/7328949445.html
1150,2021-06-04 10:50:00,Nob Hill,3500,2,2.0,,condo,w/d in unit,street parking,yes,yes,no,Stunning Full Floor 2Bed / 2 Bath w/Laundry –Nob Hill / Downtown,"Stunning Full Floor 2Bed / 2 Bath w/Laundry –Nob Hill / Downtown – PROGRESSIVE  Property Address630 Leavenworth Street, #5 | San Francisco, CA 94109  Available: 06/01/2021Offered ByProgressive Property Group, Inc.Description    Stunning Full Floor 2Bed / 2 Bath w/Laundry –Nob Hill / Downtown – PROGRESSIVE  Welcome to 630 Leavenworth Street!  One of a kind beautifully maintained full floor 2 bedroom / 2 bath flat located in the historical building designed by noted Beaux Arts architect, James Francis Dunn -The Marchbank.   Elevator building with stunning architectural detail. Unit #5 is situated high in the building with great natural daylight, city and tree top views, and plenty of upgrades for modern living yet tons of the original period detail. Period details throughout including high ceilings, moldings, huge curved bay windows, built-ins, sconces, rounded rooms, parquet flooring. The front room offers a flexible living/bedroom/office space.  The main bedroom suite has ample closet space and en-suite spa like marble bath, double vanities and an extra spacious walk-in shower. Second bathroom is located off the dining room with a jetted-tub.Recently remodeled kitchen comes with marble countertops, ample cabinet space and stainless appliances including refrigerator, dishwasher, gas stove, hood and a built in microwave. Washer and dryer in unit.  Street parking only but several parking garages nearby. Great location! In the heart of Downtown, walking distance to Union Square.  Public transportation at your front door! Rent: $3500Deposit: 1.5 times rentPets considered with extra $500 deposit Water, trash and heating included in rentNo smokingTo schedule a private or virtual showing, please call / text  show contact info630 Leavenworth Street @ Post Street CA BRE Lic. 01905856Progressive Property Group, Inc. DetailsBeds/Baths: 2BD/2.0BASquare Feet: 966Rental TermsRent: $3,500.00     Available: 06/01/2021    Application Fee: $40.00  Pet PolicyCats allowedDogs allowed",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-full-floor-2bed/7331741790.html
1151,2021-06-04 10:50:00,Inner Sunset / UCSF,2500,1,1.0,,apartment,laundry in bldg,attached garage,no,no,no,Clean & Quiet 1BR by UCSF / Garage Avail / 1374 5th Ave @ Parnassus,"NOTE: The available apartment is a mirror image of the one in the video and pictures. Updated pictures and video will be available soon. Video tour at https://youtu.be/VFgq4d18pwwRecently remodeled west-facing apartment in a clean, quiet, and secure four-unit buildingPrime location 1/4 block from UCSFQuality brand fixtures like Toto, Kohler, Grohe, etc$2500/monthGarage parking with remote available for $200/monthLandlord pays for water, garbage, and sewageAvailable in early June (flexible)12-month leaseMove-in cost = $2500 first month's rent + $1500 depositTwo two walk-in closetsRecent updates: Kitchen (appliances, floor, sink, lights, LOTS of cabinets and counter space); Bathroom (tile, sink, shower/tub, toilet); Double pane windows (quieter and warmer); CarpetNo shared walls on THREE sides of the apartment, so there's more privacy and less noiseWasher and dryer in buildingEasy access to Muni and UCSF shuttles. Plentiful transportation options nearby, without being directly on a bus or streetcar lineVery convenient to Inner Sunset restaurants/shops, farmer's market, and Golden Gate ParkWalk Score: 96 (Walker's Paradise)Crime Grade: AThis is a non-smoking buildingText/call  show contact info",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-clean-quiet-1br-by-ucsf/7331741706.html
1152,2021-06-04 10:50:00,Lower Nob Hill,2495,2,1.0,,apartment,laundry in bldg,no parking,yes,yes,no,"OPEN SUN 12-12:30PM. 3rd Flr,H/W Flrs,D/W,Lower Nob Hill(940 Post #37)","3rd Floor 2BR/1BA* $2,495/month annual lease* Shared laundry* Elevator in building* Available: NowOPEN HOUSE: SUNDAY (6/6) 12-12:30PMONE PARTY ALLOWED TO VIEW AT A TIME. MASKS REQUIREDAddress: 940 Post #37 (Mask required)Third floor 2BR/1BA apartment Floors are hardwood except in bath. Kitchen's all stainless appliances include gas stove, microwave and dishwasher. There's room for a very small dining arrangement in a corner of the kitchen in front of a window. Both bedrooms are bright. One has a standard closet, the other has a closet with sliding mirror doors. Bath has shower-over-tub.Building is on Post between Hyde and Larkin streets. Shopping and dining on Polk Street and in the neighborhood offers lots of possibilities. Walk Score is 99, Transit Score is 90. Bus lines 1, 2, 3, 19, 27, 47, 49 and shuttles on Van Ness Avenue are all within easy walking distance.Tenant pays a one-time broker's fee.Everest MwambaDRE# 01717299Kenney & Everest Real EstateDRE# 01984640show contact info cellshow contact info officeshow contact infoApply at KenneyandEverest . comLeasing and Real Estate: Our Family Business for Over 100 Years.This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-sun-pm-3rd-flrh/7331733837.html
1153,2021-06-04 10:50:00,SOMA / South Beach,5788,3,2.5,1551.0,condo,w/d in unit,valet parking,no,no,no,ONE RINCON | Remodeled Two-level 3BR/2.5BA Townhome Available in June,"One Rincon is a luxury condo complex on the apex of the Rincon Hill neighborhood of San Francisco. Completed in 2008, One Rincon was designed by architectural firm Solomon, Cordwell, Buenz, and Associates. One Rincon soars to 60 stories and offers panoramic views of downtown, Bay Bridge, Twin Peaks, and Oracle Park. One Rincon combines the comforts of a luxury condo building with state-of-the-art amenities typically found at a world-class resort. This iconic development features fully glass exteriors, making it some of the most stylish in all of San Francisco. One Rincon is situated next to South Beach and the Financial District, and it's just steps away from the Ferry Building and all the major highway, as well as top-rated restaurants, such as Prospect, Waterbar, Epic, The Boulevard, Ozumo, and Slanted Door.Rare opportunity to live in a townhome at One Rincon Hill! Beautiful 2-level townhome features an open floor plan living room, patio, kitchen with stainless steel appliances and breakfast bar, half bathroom, and 3rd bedroom, located on the first level with amazing hardwood floors. The second level features two spacious bedrooms with soft carpet and two full bathrooms.KEY FEATURES:Year Built: 2008Sq Footage: 1,551 sqft (approx).Bedrooms: 3 BedBathrooms: 2.5 BathLease Duration: 12 to 16 monthsParking AvailableDeposit: $5,788Property Type: TownhomeUNIT FEATURES:• High ceilings; floor-to-ceiling windows• Hardwood floors throughout living space, carpet in both bedrooms• The gourmet kitchen features granite counters, Bosch and Sub-Zero appliances including refrigerator, gas oven/range, dishwasher, microwave, Del Tongo cabinetry• Lower level features a very spacious living room, the gourmet kitchen and a bedroom• The upper level contains two bedrooms with two full baths• Washer and dryer in the unit• Private patio• Two private entrances to the unitCOMMUNITY FEATURES:• 24h doorman and concierge• Fitness center with steam rooms and showers• Gourmet barbecue area• Outdoor lap pool• Access to Uncle Harry’s lounge on the 49th floor of the Harrison• Social room with full kitchenLEASE TERMS:• 12 to 16-month lease• Parking Available• Owner pays for trash, sewer, and water.• Tenant responsible for gas/electric• Application fee $42• Tenant pays One Rincon Move In/Move Out FeesLISTING AGENTS:Dunja GreenCompass, CalBRE 02038642show contact infoMilan JezdimirovicCompass, CalBRE 01975028show contact info",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-rincon-remodeled-two/7331735011.html
1157,2021-06-04 10:49:00,Lower Pac Hts,2600,1,1.0,900.0,apartment,laundry in bldg,no parking,no,no,no,Quiet & spacious 1 bedroom in gorgeous Pac Hts building,"2400 Buchanan St, 105 San Francisco, CA  94115$2600.00 / Month---------------------------Interested in this property?Reply to this listing for more information.---------------------------Property Details:1 BEDROOMS | 1 BATHROOMSA beautiful one bedroom apartment in a classic Pacific Heights building!  This charming apartment features all hardwood floors and large windows along the rear of the building, keeping it nice and quiet. The entry has a small coat closet and an additional HUGE walk in closet with stacked hanging bars and lots of storage space.  There is a large living room equipped with custom wooden plantation shutters on the windows and a walk in closet. There is a full dining room off the kitchen with space for a table to seat up to 6 people. The stainless steel refrigerator, stove, and dishwasher in the crisp, white kitchen are all recent upgrades! The bedroom also has a deep walk in closet and custom wooden plantation shutters on the windows. There are a total of 4 closets in this unit, 3 of them walk-in!  There is not any parking available with this unit. Sorry, pets are NOT accepted at this building. There is a full time resident manager on-site and laundry facilities in the building.  ***No Pets Allowed***Property Type: ApartmentLease Terms:$2600.00/Month$3900.00 DepositLease Length: One YearAvailable:Not KnownUnit Amenities:Dishwasher Refrigerator OvenBuilding Amenities:Intercom Bicycle Parking On Site Laundry---------------------------Interested in this property?Reply to this listing for more information. ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-spacious-bedroom-in/7331740875.html
1158,2021-06-04 10:49:00,Noe Valley,3850,2,1.0,,apartment,w/d hookups,attached garage,no,no,no,"Nice/Neat/Remodeled, 2Ba/1Br, 2 Car Garage-Cozy House","Available Now.This is a gorgeous 2 bedroom and 1 bathroom cozy cottage house located conveniently near BART, shopping, school, and freeway. This house features:2 bedroom/ 1 bathroom2 Car-garageHardwood Flooring ThroughoutStreet ViewNice Kitchen with abundant cabinetryBreakfast Nook or Dining in KitchenShower Over TubCentral HeatingWalking distance to BARTGarbage DisposalHigh CeilingBright/Nice/NeatCouple Blocks From BARTWasher/Dryer Hookup in GarageSecurity deposit requiredMinimum One Year ContractCredit CheckTenant pays utilitiesNon Smoking**Call to find Out the Showing time.**Phone Inquiry only, No Text or email about this posting Please.To preview this nice home, pls phone call at  show contact info or leave us a voice message with your contact info then we'll call you at the earliest possible chance. Please do not text or email about this listing. Thanks. Sam.Sam FiniLic. 01377521AVA RealtyOffice:  show contact infoCell:  show contact info",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nice-neat-remodeled-2ba/7331740605.html
1159,2021-06-04 10:48:00,Sunset / Parkside,2400,1,1.0,710.0,apartment,laundry in bldg,street parking,yes,no,no,Great Location! Central Sunset |Renovated!|Rent Controlled Bldng.,"TEXT OWNER @ show contact info FOR SHOWING LINKWe look forward to connecting with you!Spacious 1 Bedroom Flat (over 710 sqft. living area)Hardwood floors throughoutLarge bedroom with his and her closets/rear facing quietLarge living room with a divider can turn into living room and officeShower over tub bathroom with new vanityRemodeled kitchen with stainless steel appliances, new cabinets and new granite counter topSpacious Kitchen nook by the window for comfort homemade mealsLaundry in building and bike storage On-siteBeautiful Period DetailsGreat Location: Walk distance to the Sunset Library, Starbucks, the UCSF, the Golden Gate Park as well as the many great restaurants and shops on Irvine St. and Noriega St.Bright with Natural Light!This classic, charming unit is located in the heart of one of the best neighborhoods in San Francisco.Transit Score: 25 Minutes to Downtown in the East and the Ocean beach in the West via N-Judah - 78 Biker Score: Excellent Bike Lanes - Easy access to I-280 or the Golden Gate Bridge via 19th Ave. number 28 bus takes you to the Golden Gate Bridge in the North and SFSU, Stonestown Mall and the City Sports Gym in the South.Deposit is equal to one months rent12 month leaseRent controlled buildingCats okPLEASE NOTE: THIS AD IS ON BEHALF OF A PRIVATE OWNER. OWNER WILL CONDUCT ALL LEASING ACTIVITIES.Melody Simpson#01248225",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-location-central/7331717187.html
1160,2021-06-04 10:48:00,Lower Pac Hts,1900,0,1.0,500.0,apartment,laundry in bldg,street parking,no,no,no,"South Facing, Sunny, Top Floor View","Light, airy, top floor, south facing Studio with City Views. Period Victorian details, in a very quiet, owner managed, well maintained six unit building. Seismic retrofit completed. Shared back yard, two blocks from Alta Plaza Park. Fillmore shopping and cafes minutes away. We are looking for a respectful, quiet tenant to make this their home. Sorry no pets. Please call Laurel at  show contact info to make a viewing appointment.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-south-facing-sunny-top/7331740284.html
